row_grain,record_id,sample_id,provider,thread_id,record_type,concern_detection,concern_count_for_record,concern_instance_id,topic,necessity,gap_detected,gap_types
record_without_concern,RECORD_000014,GT_SAMPLE_000014,chatgpt,Chatgpt_POST_000007,comment,False,0,,,,,
record_without_concern,RECORD_000015,GT_SAMPLE_000015,chatgpt,Chatgpt_POST_000007,comment,False,0,,,,,
record_concern,RECORD_000016,GT_SAMPLE_000016,chatgpt,Chatgpt_POST_000007,comment,True,3,GT_CONCERN_000010,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_JURISDICTION_UNCLEAR
record_concern,RECORD_000016,GT_SAMPLE_000016,chatgpt,Chatgpt_POST_000007,comment,True,3,GT_CONCERN_000011,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000016,GT_SAMPLE_000016,chatgpt,Chatgpt_POST_000007,comment,True,3,GT_CONCERN_000012,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,False,False,
record_without_concern,RECORD_000017,GT_SAMPLE_000017,chatgpt,Chatgpt_POST_000007,comment,False,0,,,,,
record_concern,RECORD_000018,GT_SAMPLE_000018,chatgpt,Chatgpt_POST_000008,post,True,1,GT_CONCERN_000013,A4.2_PRIVACY_PLUGIN_EXTENSION_ACCESS,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000019,GT_SAMPLE_000019,chatgpt,Chatgpt_POST_000008,comment,True,1,GT_CONCERN_000014,A4.2_PRIVACY_PLUGIN_EXTENSION_ACCESS,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000020,GT_SAMPLE_000020,chatgpt,Chatgpt_POST_000008,comment,True,1,GT_CONCERN_000015,A4.2_PRIVACY_PLUGIN_EXTENSION_ACCESS,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000021,GT_SAMPLE_000021,chatgpt,Chatgpt_POST_000009,post,False,0,,,,,
record_concern,RECORD_000022,GT_SAMPLE_000022,chatgpt,Chatgpt_POST_000009,comment,True,1,GT_CONCERN_000016,A1.1_PRIVACY_INPUT_CONTENT,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_without_concern,RECORD_000023,GT_SAMPLE_000023,chatgpt,Chatgpt_POST_000009,comment,False,0,,,,,
record_without_concern,RECORD_000024,GT_SAMPLE_000024,chatgpt,Chatgpt_POST_000009,comment,False,0,,,,,
record_without_concern,RECORD_000025,GT_SAMPLE_000025,chatgpt,Chatgpt_POST_000009,comment,False,0,,,,,
record_without_concern,RECORD_000026,GT_SAMPLE_000026,chatgpt,Chatgpt_POST_000009,comment,False,0,,,,,
record_concern,RECORD_000027,GT_SAMPLE_000027,chatgpt,Chatgpt_POST_000009,comment,True,1,GT_CONCERN_000017,A1.1_PRIVACY_INPUT_CONTENT,False,False,
record_concern,RECORD_000028,GT_SAMPLE_000028,chatgpt,Chatgpt_POST_000009,comment,True,2,GT_CONCERN_000018,D1.2_PRIVACY_VULNERABLE_POPULATION,True,True,PRIVACY_VULNERABLE_GROUP_NEGLECTED
record_concern,RECORD_000028,GT_SAMPLE_000028,chatgpt,Chatgpt_POST_000009,comment,True,2,GT_CONCERN_000019,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,True,PRIVACY_VULNERABLE_GROUP_NEGLECTED
record_without_concern,RECORD_000029,GT_SAMPLE_000029,chatgpt,Chatgpt_POST_000009,comment,False,0,,,,,
record_without_concern,RECORD_000030,GT_SAMPLE_000030,chatgpt,Chatgpt_POST_000009,comment,False,0,,,,,
record_without_concern,RECORD_000031,GT_SAMPLE_000031,chatgpt,Chatgpt_POST_000009,comment,False,0,,,,,
record_without_concern,RECORD_000032,GT_SAMPLE_000032,chatgpt,Chatgpt_POST_000009,comment,False,0,,,,,
record_concern,RECORD_000033,GT_SAMPLE_000033,chatgpt,Chatgpt_POST_000009,comment,True,2,GT_CONCERN_000020,A1.1_PRIVACY_INPUT_CONTENT,True,False,
record_concern,RECORD_000033,GT_SAMPLE_000033,chatgpt,Chatgpt_POST_000009,comment,True,2,GT_CONCERN_000021,A3.1_PRIVACY_RETENTION_DURATION,True,False,
record_without_concern,RECORD_000034,GT_SAMPLE_000034,chatgpt,Chatgpt_POST_000009,comment,False,0,,,,,
record_concern,RECORD_000035,GT_SAMPLE_000035,chatgpt,Chatgpt_POST_000010,post,True,1,GT_CONCERN_000022,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000036,GT_SAMPLE_000036,chatgpt,Chatgpt_POST_000010,comment,True,1,GT_CONCERN_000023,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000037,GT_SAMPLE_000037,chatgpt,Chatgpt_POST_000010,comment,True,1,GT_CONCERN_000024,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_without_concern,RECORD_000038,GT_SAMPLE_000038,chatgpt,Chatgpt_POST_000010,comment,False,0,,,,,
record_without_concern,RECORD_000039,GT_SAMPLE_000039,chatgpt,Chatgpt_POST_000010,comment,False,0,,,,,
record_without_concern,RECORD_000040,GT_SAMPLE_000040,chatgpt,Chatgpt_POST_000010,comment,False,0,,,,,
record_without_concern,RECORD_000041,GT_SAMPLE_000041,chatgpt,Chatgpt_POST_000010,comment,False,0,,,,,
record_concern,RECORD_000042,GT_SAMPLE_000042,chatgpt,Chatgpt_POST_000011,post,True,2,GT_CONCERN_000025,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
record_concern,RECORD_000042,GT_SAMPLE_000042,chatgpt,Chatgpt_POST_000011,post,True,2,GT_CONCERN_000026,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
record_without_concern,RECORD_000043,GT_SAMPLE_000043,chatgpt,Chatgpt_POST_000011,comment,False,0,,,,,
record_without_concern,RECORD_000044,GT_SAMPLE_000044,chatgpt,Chatgpt_POST_000011,comment,False,0,,,,,
record_concern,RECORD_000045,GT_SAMPLE_000045,chatgpt,Chatgpt_POST_000011,comment,True,1,GT_CONCERN_000027,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000046,GT_SAMPLE_000046,chatgpt,Chatgpt_POST_000011,comment,True,1,GT_CONCERN_000028,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
record_concern,RECORD_000047,GT_SAMPLE_000047,chatgpt,Chatgpt_POST_000012,post,True,1,GT_CONCERN_000029,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_without_concern,RECORD_000048,GT_SAMPLE_000048,chatgpt,Chatgpt_POST_000012,comment,False,0,,,,,
record_concern,RECORD_000049,GT_SAMPLE_000049,chatgpt,Chatgpt_POST_000012,comment,True,1,GT_CONCERN_000030,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_concern,RECORD_000050,GT_SAMPLE_000050,chatgpt,Chatgpt_POST_000013,post,True,1,GT_CONCERN_000031,A1.1_PRIVACY_INPUT_CONTENT,True,False,
record_concern,RECORD_000051,GT_SAMPLE_000051,chatgpt,Chatgpt_POST_000013,comment,True,3,GT_CONCERN_000032,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000051,GT_SAMPLE_000051,chatgpt,Chatgpt_POST_000013,comment,True,3,GT_CONCERN_000033,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
record_concern,RECORD_000051,GT_SAMPLE_000051,chatgpt,Chatgpt_POST_000013,comment,True,3,GT_CONCERN_000034,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,False,
record_concern,RECORD_000052,GT_SAMPLE_000052,chatgpt,Chatgpt_POST_000013,comment,True,1,GT_CONCERN_000035,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000053,GT_SAMPLE_000053,chatgpt,Chatgpt_POST_000013,comment,True,1,GT_CONCERN_000036,A2.2_PRIVACY_MODEL_TRAINING,True,False,
record_concern,RECORD_000054,GT_SAMPLE_000054,chatgpt,Chatgpt_POST_000013,comment,True,2,GT_CONCERN_000037,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000054,GT_SAMPLE_000054,chatgpt,Chatgpt_POST_000013,comment,True,2,GT_CONCERN_000038,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000055,GT_SAMPLE_000055,chatgpt,Chatgpt_POST_000014,post,False,0,,,,,
record_concern,RECORD_000056,GT_SAMPLE_000056,chatgpt,Chatgpt_POST_000014,comment,True,2,GT_CONCERN_000039,A2.1_PRIVACY_SERVICE_PROVISION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000056,GT_SAMPLE_000056,chatgpt,Chatgpt_POST_000014,comment,True,2,GT_CONCERN_000040,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000057,GT_SAMPLE_000057,chatgpt,Chatgpt_POST_000014,comment,False,0,,,,,
record_without_concern,RECORD_000058,GT_SAMPLE_000058,chatgpt,Chatgpt_POST_000014,comment,False,0,,,,,
record_without_concern,RECORD_000059,GT_SAMPLE_000059,chatgpt,Chatgpt_POST_000014,comment,False,0,,,,,
record_concern,RECORD_000060,GT_SAMPLE_000060,chatgpt,Chatgpt_POST_000015,post,True,5,GT_CONCERN_000041,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
record_concern,RECORD_000060,GT_SAMPLE_000060,chatgpt,Chatgpt_POST_000015,post,True,5,GT_CONCERN_000042,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000060,GT_SAMPLE_000060,chatgpt,Chatgpt_POST_000015,post,True,5,GT_CONCERN_000043,B1.4_PRIVACY_POLICY_CHANGE_NOTIFICATION,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000060,GT_SAMPLE_000060,chatgpt,Chatgpt_POST_000015,post,True,5,GT_CONCERN_000044,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000060,GT_SAMPLE_000060,chatgpt,Chatgpt_POST_000015,post,True,5,GT_CONCERN_000045,D1.1_PRIVACY_JURISDICTION_LAW,True,False,
record_concern,RECORD_000061,GT_SAMPLE_000061,chatgpt,Chatgpt_POST_000015,comment,True,1,GT_CONCERN_000046,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000062,GT_SAMPLE_000062,chatgpt,Chatgpt_POST_000016,post,True,1,GT_CONCERN_000047,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000063,GT_SAMPLE_000063,chatgpt,Chatgpt_POST_000016,comment,True,1,GT_CONCERN_000048,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000064,GT_SAMPLE_000064,chatgpt,Chatgpt_POST_000016,comment,False,0,,,,,
record_without_concern,RECORD_000065,GT_SAMPLE_000065,chatgpt,Chatgpt_POST_000016,comment,False,0,,,,,
record_without_concern,RECORD_000066,GT_SAMPLE_000066,chatgpt,Chatgpt_POST_000017,post,False,0,,,,,
record_without_concern,RECORD_000067,GT_SAMPLE_000067,chatgpt,Chatgpt_POST_000017,comment,False,0,,,,,
record_without_concern,RECORD_000068,GT_SAMPLE_000068,chatgpt,Chatgpt_POST_000017,comment,False,0,,,,,
record_concern,RECORD_000069,GT_SAMPLE_000069,chatgpt,Chatgpt_POST_000017,comment,True,3,GT_CONCERN_000049,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000069,GT_SAMPLE_000069,chatgpt,Chatgpt_POST_000017,comment,True,3,GT_CONCERN_000050,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000069,GT_SAMPLE_000069,chatgpt,Chatgpt_POST_000017,comment,True,3,GT_CONCERN_000051,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_without_concern,RECORD_000070,GT_SAMPLE_000070,chatgpt,Chatgpt_POST_000017,comment,False,0,,,,,
record_without_concern,RECORD_000071,GT_SAMPLE_000071,chatgpt,Chatgpt_POST_000017,comment,False,0,,,,,
record_without_concern,RECORD_000072,GT_SAMPLE_000072,chatgpt,Chatgpt_POST_000018,post,False,0,,,,,
record_concern,RECORD_000073,GT_SAMPLE_000073,chatgpt,Chatgpt_POST_000018,comment,True,1,GT_CONCERN_000052,A1.1_PRIVACY_INPUT_CONTENT,True,False,
record_concern,RECORD_000074,GT_SAMPLE_000074,chatgpt,Chatgpt_POST_000018,comment,True,1,GT_CONCERN_000053,B1.2_PRIVACY_GRANULAR_CONTROL,True,False,
record_concern,RECORD_000075,GT_SAMPLE_000075,chatgpt,Chatgpt_POST_000019,post,True,1,GT_CONCERN_000054,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000076,GT_SAMPLE_000076,chatgpt,Chatgpt_POST_000020,post,False,0,,,,,
record_concern,RECORD_000077,GT_SAMPLE_000077,chatgpt,Chatgpt_POST_000020,comment,True,1,GT_CONCERN_000055,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_concern,RECORD_000078,GT_SAMPLE_000078,chatgpt,Chatgpt_POST_000021,post,True,1,GT_CONCERN_000056,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_concern,RECORD_000079,GT_SAMPLE_000079,chatgpt,Chatgpt_POST_000022,post,True,1,GT_CONCERN_000057,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000080,GT_SAMPLE_000080,chatgpt,Chatgpt_POST_000022,comment,False,0,,,,,
record_without_concern,RECORD_000081,GT_SAMPLE_000081,chatgpt,Chatgpt_POST_000022,comment,False,0,,,,,
record_concern,RECORD_000082,GT_SAMPLE_000082,chatgpt,Chatgpt_POST_000022,comment,True,1,GT_CONCERN_000058,B1.2_PRIVACY_GRANULAR_CONTROL,True,False,
record_without_concern,RECORD_000083,GT_SAMPLE_000083,chatgpt,Chatgpt_POST_000022,comment,False,0,,,,,
record_without_concern,RECORD_000084,GT_SAMPLE_000084,chatgpt,Chatgpt_POST_000023,post,False,0,,,,,
record_without_concern,RECORD_000085,GT_SAMPLE_000085,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_without_concern,RECORD_000086,GT_SAMPLE_000086,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_concern,RECORD_000087,GT_SAMPLE_000087,chatgpt,Chatgpt_POST_000023,comment,True,1,GT_CONCERN_000059,C1.1_PRIVACY_OUTPUT_RISK,False,False,
record_without_concern,RECORD_000088,GT_SAMPLE_000088,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_without_concern,RECORD_000089,GT_SAMPLE_000089,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_concern,RECORD_000090,GT_SAMPLE_000090,chatgpt,Chatgpt_POST_000023,comment,True,2,GT_CONCERN_000060,D2.1_PRIVACY_DATA_SECURITY,True,False,
record_concern,RECORD_000090,GT_SAMPLE_000090,chatgpt,Chatgpt_POST_000023,comment,True,2,GT_CONCERN_000061,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,False,
record_without_concern,RECORD_000091,GT_SAMPLE_000091,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_without_concern,RECORD_000092,GT_SAMPLE_000092,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_without_concern,RECORD_000093,GT_SAMPLE_000093,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_without_concern,RECORD_000094,GT_SAMPLE_000094,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_without_concern,RECORD_000095,GT_SAMPLE_000095,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_without_concern,RECORD_000096,GT_SAMPLE_000096,chatgpt,Chatgpt_POST_000023,comment,False,0,,,,,
record_concern,RECORD_000097,GT_SAMPLE_000097,chatgpt,Chatgpt_POST_000024,post,True,1,GT_CONCERN_000062,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_without_concern,RECORD_000098,GT_SAMPLE_000098,chatgpt,Chatgpt_POST_000025,post,False,0,,,,,
record_concern,RECORD_000099,GT_SAMPLE_000099,chatgpt,Chatgpt_POST_000026,post,True,1,GT_CONCERN_000063,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000100,GT_SAMPLE_000100,chatgpt,Chatgpt_POST_000026,comment,False,0,,,,,
record_concern,RECORD_000101,GT_SAMPLE_000101,chatgpt,Chatgpt_POST_000026,comment,True,1,GT_CONCERN_000064,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000102,GT_SAMPLE_000102,chatgpt,Chatgpt_POST_000027,post,True,1,GT_CONCERN_000065,D2.1_PRIVACY_DATA_SECURITY,True,False,
record_concern,RECORD_000103,GT_SAMPLE_000103,chatgpt,Chatgpt_POST_000027,comment,True,1,GT_CONCERN_000066,D2.1_PRIVACY_DATA_SECURITY,False,False,
record_without_concern,RECORD_000104,GT_SAMPLE_000104,chatgpt,Chatgpt_POST_000027,comment,False,0,,,,,
record_concern,RECORD_000105,GT_SAMPLE_000105,chatgpt,Chatgpt_POST_000028,post,True,1,GT_CONCERN_000067,A1.1_PRIVACY_INPUT_CONTENT,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_concern,RECORD_000106,GT_SAMPLE_000106,chatgpt,Chatgpt_POST_000028,comment,True,1,GT_CONCERN_000068,A1.1_PRIVACY_INPUT_CONTENT,True,False,
record_without_concern,RECORD_000107,GT_SAMPLE_000107,chatgpt,Chatgpt_POST_000029,post,False,0,,,,,
record_concern,RECORD_000108,GT_SAMPLE_000108,chatgpt,Chatgpt_POST_000029,comment,True,1,GT_CONCERN_000069,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000109,GT_SAMPLE_000109,chatgpt,Chatgpt_POST_000029,comment,True,2,GT_CONCERN_000070,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000109,GT_SAMPLE_000109,chatgpt,Chatgpt_POST_000029,comment,True,2,GT_CONCERN_000071,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000110,GT_SAMPLE_000110,chatgpt,Chatgpt_POST_000030,post,False,0,,,,,
record_concern,RECORD_000111,GT_SAMPLE_000111,chatgpt,Chatgpt_POST_000030,comment,True,1,GT_CONCERN_000072,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_concern,RECORD_000112,GT_SAMPLE_000112,chatgpt,Chatgpt_POST_000031,post,True,2,GT_CONCERN_000073,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000112,GT_SAMPLE_000112,chatgpt,Chatgpt_POST_000031,post,True,2,GT_CONCERN_000074,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000113,GT_SAMPLE_000113,chatgpt,Chatgpt_POST_000031,comment,True,1,GT_CONCERN_000075,A3.1_PRIVACY_RETENTION_DURATION,True,False,
record_concern,RECORD_000114,GT_SAMPLE_000114,chatgpt,Chatgpt_POST_000031,comment,True,1,GT_CONCERN_000076,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000115,GT_SAMPLE_000115,chatgpt,Chatgpt_POST_000031,comment,False,0,,,,,
record_concern,RECORD_000116,GT_SAMPLE_000116,chatgpt,Chatgpt_POST_000031,comment,True,2,GT_CONCERN_000077,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_concern,RECORD_000116,GT_SAMPLE_000116,chatgpt,Chatgpt_POST_000031,comment,True,2,GT_CONCERN_000078,A1.1_PRIVACY_INPUT_CONTENT,True,False,
record_concern,RECORD_000117,GT_SAMPLE_000117,chatgpt,Chatgpt_POST_000031,comment,True,1,GT_CONCERN_000079,D1.1_PRIVACY_JURISDICTION_LAW,True,False,
record_without_concern,RECORD_000118,GT_SAMPLE_000118,chatgpt,Chatgpt_POST_000031,comment,False,0,,,,,
record_concern,RECORD_000119,GT_SAMPLE_000119,chatgpt,Chatgpt_POST_000031,comment,True,1,GT_CONCERN_000080,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000120,GT_SAMPLE_000120,chatgpt,Chatgpt_POST_000031,comment,True,1,GT_CONCERN_000081,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000121,GT_SAMPLE_000121,chatgpt,Chatgpt_POST_000031,comment,False,0,,,,,
record_without_concern,RECORD_000122,GT_SAMPLE_000122,chatgpt,Chatgpt_POST_000031,comment,False,0,,,,,
record_without_concern,RECORD_000123,GT_SAMPLE_000123,chatgpt,Chatgpt_POST_000031,comment,False,0,,,,,
record_concern,RECORD_000124,GT_SAMPLE_000124,chatgpt,Chatgpt_POST_000032,post,True,1,GT_CONCERN_000082,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_concern,RECORD_000125,GT_SAMPLE_000125,chatgpt,Chatgpt_POST_000033,post,True,2,GT_CONCERN_000083,A4.1_PRIVACY_THIRD_PARTY_SHARING,False,False,
record_concern,RECORD_000125,GT_SAMPLE_000125,chatgpt,Chatgpt_POST_000033,post,True,2,GT_CONCERN_000084,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,False,False,
record_without_concern,RECORD_000126,GT_SAMPLE_000126,chatgpt,Chatgpt_POST_000033,comment,False,0,,,,,
record_without_concern,RECORD_000127,GT_SAMPLE_000127,chatgpt,Chatgpt_POST_000033,comment,False,0,,,,,
record_concern,RECORD_000128,GT_SAMPLE_000128,chatgpt,Chatgpt_POST_000033,comment,True,1,GT_CONCERN_000085,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,False,
record_without_concern,RECORD_000129,GT_SAMPLE_000129,chatgpt,Chatgpt_POST_000034,post,False,0,,,,,
record_concern,RECORD_000130,GT_SAMPLE_000130,chatgpt,Chatgpt_POST_000034,comment,True,1,GT_CONCERN_000086,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000131,GT_SAMPLE_000131,chatgpt,Chatgpt_POST_000034,comment,True,1,GT_CONCERN_000087,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
record_concern,RECORD_000132,GT_SAMPLE_000132,chatgpt,Chatgpt_POST_000034,comment,True,2,GT_CONCERN_000088,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,False,
record_concern,RECORD_000132,GT_SAMPLE_000132,chatgpt,Chatgpt_POST_000034,comment,True,2,GT_CONCERN_000089,D1.1_PRIVACY_JURISDICTION_LAW,True,False,
record_without_concern,RECORD_000133,GT_SAMPLE_000133,chatgpt,Chatgpt_POST_000035,post,False,0,,,,,
record_concern,RECORD_000134,GT_SAMPLE_000134,chatgpt,Chatgpt_POST_000035,comment,True,1,GT_CONCERN_000090,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_concern,RECORD_000135,GT_SAMPLE_000135,chatgpt,Chatgpt_POST_000036,post,True,1,GT_CONCERN_000091,A3.1_PRIVACY_RETENTION_DURATION,False,False,
