record_id,sample_id,provider,thread_id,record_type,concern_detection
RECORD_000165,GT_SAMPLE_000165,chatgpt,Chatgpt_POST_000041,comment,True
RECORD_000166,GT_SAMPLE_000166,chatgpt,Chatgpt_POST_000041,comment,True
RECORD_000167,GT_SAMPLE_000167,chatgpt,Chatgpt_POST_000041,comment,True
RECORD_000168,GT_SAMPLE_000168,chatgpt,Chatgpt_POST_000041,comment,False
RECORD_000169,GT_SAMPLE_000169,chatgpt,Chatgpt_POST_000041,comment,True
RECORD_000170,GT_SAMPLE_000170,chatgpt,Chatgpt_POST_000041,comment,False
RECORD_000171,GT_SAMPLE_000171,chatgpt,Chatgpt_POST_000041,comment,False
RECORD_000172,GT_SAMPLE_000172,chatgpt,Chatgpt_POST_000041,comment,False
RECORD_000173,GT_SAMPLE_000173,chatgpt,Chatgpt_POST_000041,comment,True
RECORD_000174,GT_SAMPLE_000174,chatgpt,Chatgpt_POST_000041,comment,True
RECORD_000175,GT_SAMPLE_000175,chatgpt,Chatgpt_POST_000041,comment,False
RECORD_000176,GT_SAMPLE_000176,chatgpt,Chatgpt_POST_000041,comment,True
RECORD_000177,GT_SAMPLE_000177,chatgpt,Chatgpt_POST_000041,comment,True
RECORD_000178,GT_SAMPLE_000178,chatgpt,Chatgpt_POST_000041,comment,True
RECORD_000179,GT_SAMPLE_000179,chatgpt,Chatgpt_POST_000041,comment,False
RECORD_000180,GT_SAMPLE_000180,chatgpt,Chatgpt_POST_000042,post,True
RECORD_000181,GT_SAMPLE_000181,chatgpt,Chatgpt_POST_000042,comment,True
RECORD_000182,GT_SAMPLE_000182,chatgpt,Chatgpt_POST_000042,comment,False
RECORD_000183,GT_SAMPLE_000183,chatgpt,Chatgpt_POST_000042,comment,True
RECORD_000184,GT_SAMPLE_000184,chatgpt,Chatgpt_POST_000042,comment,False
RECORD_000185,GT_SAMPLE_000185,chatgpt,Chatgpt_POST_000042,comment,False
RECORD_000186,GT_SAMPLE_000186,chatgpt,Chatgpt_POST_000042,comment,True
RECORD_000187,GT_SAMPLE_000187,chatgpt,Chatgpt_POST_000042,comment,True
RECORD_000188,GT_SAMPLE_000188,chatgpt,Chatgpt_POST_000043,post,True
RECORD_000189,GT_SAMPLE_000189,chatgpt,Chatgpt_POST_000043,comment,True
RECORD_000190,GT_SAMPLE_000190,chatgpt,Chatgpt_POST_000043,comment,True
RECORD_000191,GT_SAMPLE_000191,chatgpt,Chatgpt_POST_000044,post,True
RECORD_000192,GT_SAMPLE_000192,chatgpt,Chatgpt_POST_000044,comment,True
RECORD_000193,GT_SAMPLE_000193,chatgpt,Chatgpt_POST_000044,comment,True
RECORD_000194,GT_SAMPLE_000194,chatgpt,Chatgpt_POST_000044,comment,False
RECORD_000195,GT_SAMPLE_000195,chatgpt,Chatgpt_POST_000045,post,True
RECORD_000196,GT_SAMPLE_000196,chatgpt,Chatgpt_POST_000046,post,True
RECORD_000197,GT_SAMPLE_000197,chatgpt,Chatgpt_POST_000046,comment,False
RECORD_000198,GT_SAMPLE_000198,chatgpt,Chatgpt_POST_000047,post,True
RECORD_000199,GT_SAMPLE_000199,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000200,GT_SAMPLE_000200,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000201,GT_SAMPLE_000201,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000202,GT_SAMPLE_000202,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000203,GT_SAMPLE_000203,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000204,GT_SAMPLE_000204,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000205,GT_SAMPLE_000205,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000206,GT_SAMPLE_000206,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000207,GT_SAMPLE_000207,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000208,GT_SAMPLE_000208,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000209,GT_SAMPLE_000209,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000210,GT_SAMPLE_000210,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000211,GT_SAMPLE_000211,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000212,GT_SAMPLE_000212,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000213,GT_SAMPLE_000213,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000214,GT_SAMPLE_000214,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000215,GT_SAMPLE_000215,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000216,GT_SAMPLE_000216,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000217,GT_SAMPLE_000217,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000218,GT_SAMPLE_000218,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000219,GT_SAMPLE_000219,chatgpt,Chatgpt_POST_000047,comment,True
RECORD_000220,GT_SAMPLE_000220,chatgpt,Chatgpt_POST_000047,comment,False
RECORD_000221,GT_SAMPLE_000221,chatgpt,Chatgpt_POST_000048,post,False
RECORD_000222,GT_SAMPLE_000222,chatgpt,Chatgpt_POST_000048,comment,True
RECORD_000223,GT_SAMPLE_000223,chatgpt,Chatgpt_POST_000049,post,False
RECORD_000224,GT_SAMPLE_000224,chatgpt,Chatgpt_POST_000049,comment,False
RECORD_000225,GT_SAMPLE_000225,chatgpt,Chatgpt_POST_000050,post,True
RECORD_000226,GT_SAMPLE_000226,chatgpt,Chatgpt_POST_000050,comment,True
RECORD_000227,GT_SAMPLE_000227,chatgpt,Chatgpt_POST_000050,comment,False
RECORD_000228,GT_SAMPLE_000228,chatgpt,Chatgpt_POST_000051,post,True
RECORD_000229,GT_SAMPLE_000229,chatgpt,Chatgpt_POST_000052,post,True
RECORD_000230,GT_SAMPLE_000230,chatgpt,Chatgpt_POST_000052,comment,False
RECORD_000231,GT_SAMPLE_000231,chatgpt,Chatgpt_POST_000052,comment,True
RECORD_000232,GT_SAMPLE_000232,claude,Claude_POST_000053,post,True
RECORD_000233,GT_SAMPLE_000233,claude,Claude_POST_000053,comment,True
RECORD_000234,GT_SAMPLE_000234,claude,Claude_POST_000053,comment,True
RECORD_000235,GT_SAMPLE_000235,claude,Claude_POST_000053,comment,False
RECORD_000236,GT_SAMPLE_000236,claude,Claude_POST_000053,comment,True
RECORD_000237,GT_SAMPLE_000237,claude,Claude_POST_000053,comment,True
RECORD_000238,GT_SAMPLE_000238,claude,Claude_POST_000054,post,False
RECORD_000239,GT_SAMPLE_000239,claude,Claude_POST_000054,comment,True
RECORD_000240,GT_SAMPLE_000240,claude,Claude_POST_000054,comment,False
RECORD_000241,GT_SAMPLE_000241,claude,Claude_POST_000054,comment,False
RECORD_000242,GT_SAMPLE_000242,claude,Claude_POST_000054,comment,False
RECORD_000243,GT_SAMPLE_000243,claude,Claude_POST_000054,comment,True
RECORD_000244,GT_SAMPLE_000244,claude,Claude_POST_000054,comment,False
RECORD_000245,GT_SAMPLE_000245,claude,Claude_POST_000055,post,False
RECORD_000246,GT_SAMPLE_000246,claude,Claude_POST_000056,post,True
RECORD_000247,GT_SAMPLE_000247,claude,Claude_POST_000056,comment,False
RECORD_000248,GT_SAMPLE_000248,claude,Claude_POST_000057,post,False
RECORD_000249,GT_SAMPLE_000249,claude,Claude_POST_000058,post,False
RECORD_000250,GT_SAMPLE_000250,claude,Claude_POST_000058,comment,False
RECORD_000251,GT_SAMPLE_000251,claude,Claude_POST_000058,comment,False
RECORD_000252,GT_SAMPLE_000252,claude,Claude_POST_000058,comment,False
RECORD_000253,GT_SAMPLE_000253,claude,Claude_POST_000058,comment,False
RECORD_000254,GT_SAMPLE_000254,claude,Claude_POST_000059,post,False
RECORD_000255,GT_SAMPLE_000255,claude,Claude_POST_000060,post,True
RECORD_000256,GT_SAMPLE_000256,claude,Claude_POST_000060,comment,False
RECORD_000257,GT_SAMPLE_000257,claude,Claude_POST_000060,comment,True
RECORD_000258,GT_SAMPLE_000258,claude,Claude_POST_000061,post,False
RECORD_000259,GT_SAMPLE_000259,claude,Claude_POST_000062,post,True
RECORD_000260,GT_SAMPLE_000260,claude,Claude_POST_000062,comment,False
RECORD_000261,GT_SAMPLE_000261,claude,Claude_POST_000062,comment,False
RECORD_000262,GT_SAMPLE_000262,claude,Claude_POST_000062,comment,False
RECORD_000263,GT_SAMPLE_000263,claude,Claude_POST_000062,comment,True
RECORD_000264,GT_SAMPLE_000264,claude,Claude_POST_000062,comment,True
RECORD_000265,GT_SAMPLE_000265,claude,Claude_POST_000062,comment,False
RECORD_000266,GT_SAMPLE_000266,claude,Claude_POST_000063,post,True
RECORD_000267,GT_SAMPLE_000267,claude,Claude_POST_000064,post,True
RECORD_000268,GT_SAMPLE_000268,claude,Claude_POST_000064,comment,True
RECORD_000269,GT_SAMPLE_000269,claude,Claude_POST_000064,comment,True
RECORD_000270,GT_SAMPLE_000270,claude,Claude_POST_000064,comment,True
RECORD_000271,GT_SAMPLE_000271,claude,Claude_POST_000064,comment,False
RECORD_000272,GT_SAMPLE_000272,claude,Claude_POST_000065,post,True
RECORD_000273,GT_SAMPLE_000273,claude,Claude_POST_000066,post,False
RECORD_000274,GT_SAMPLE_000274,claude,Claude_POST_000066,comment,True
RECORD_000275,GT_SAMPLE_000275,claude,Claude_POST_000067,post,False
RECORD_000276,GT_SAMPLE_000276,claude,Claude_POST_000068,post,True
RECORD_000277,GT_SAMPLE_000277,claude,Claude_POST_000069,post,True
RECORD_000278,GT_SAMPLE_000278,claude,Claude_POST_000069,comment,True
RECORD_000279,GT_SAMPLE_000279,claude,Claude_POST_000069,comment,True
RECORD_000280,GT_SAMPLE_000280,claude,Claude_POST_000069,comment,True
RECORD_000281,GT_SAMPLE_000281,claude,Claude_POST_000070,post,True
RECORD_000282,GT_SAMPLE_000282,gemini,Gemini_POST_000071,post,False
RECORD_000283,GT_SAMPLE_000283,gemini,Gemini_POST_000071,comment,True
RECORD_000284,GT_SAMPLE_000284,gemini,Gemini_POST_000071,comment,False
RECORD_000285,GT_SAMPLE_000285,gemini,Gemini_POST_000071,comment,True
RECORD_000286,GT_SAMPLE_000286,gemini,Gemini_POST_000072,post,True
RECORD_000287,GT_SAMPLE_000287,gemini,Gemini_POST_000073,post,False
RECORD_000288,GT_SAMPLE_000288,gemini,Gemini_POST_000074,post,True
RECORD_000289,GT_SAMPLE_000289,gemini,Gemini_POST_000074,comment,True
RECORD_000290,GT_SAMPLE_000290,gemini,Gemini_POST_000074,comment,False
RECORD_000291,GT_SAMPLE_000291,gemini,Gemini_POST_000075,post,True
RECORD_000292,GT_SAMPLE_000292,gemini,Gemini_POST_000075,comment,False
RECORD_000293,GT_SAMPLE_000293,gemini,Gemini_POST_000075,comment,False
RECORD_000294,GT_SAMPLE_000294,gemini,Gemini_POST_000075,comment,False
RECORD_000295,GT_SAMPLE_000295,gemini,Gemini_POST_000075,comment,True
RECORD_000296,GT_SAMPLE_000296,gemini,Gemini_POST_000075,comment,True
RECORD_000297,GT_SAMPLE_000297,gemini,Gemini_POST_000075,comment,True
RECORD_000298,GT_SAMPLE_000298,gemini,Gemini_POST_000076,post,True
RECORD_000299,GT_SAMPLE_000299,gemini,Gemini_POST_000076,comment,True
RECORD_000300,GT_SAMPLE_000300,gemini,Gemini_POST_000077,post,False
RECORD_000301,GT_SAMPLE_000301,gemini,Gemini_POST_000078,post,True
RECORD_000302,GT_SAMPLE_000302,gemini,Gemini_POST_000079,post,False
RECORD_000303,GT_SAMPLE_000303,gemini,Gemini_POST_000080,post,True
RECORD_000304,GT_SAMPLE_000304,gemini,Gemini_POST_000081,post,True
RECORD_000305,GT_SAMPLE_000305,gemini,Gemini_POST_000081,comment,True
RECORD_000306,GT_SAMPLE_000306,gemini,Gemini_POST_000081,comment,False
RECORD_000307,GT_SAMPLE_000307,gemini,Gemini_POST_000081,comment,True
RECORD_000308,GT_SAMPLE_000308,gemini,Gemini_POST_000081,comment,False
RECORD_000309,GT_SAMPLE_000309,gemini,Gemini_POST_000081,comment,True
RECORD_000310,GT_SAMPLE_000310,deepseek,Deepseek_POST_000082,post,False
RECORD_000311,GT_SAMPLE_000311,deepseek,Deepseek_POST_000083,post,True
RECORD_000312,GT_SAMPLE_000312,deepseek,Deepseek_POST_000083,comment,True
RECORD_000313,GT_SAMPLE_000313,deepseek,Deepseek_POST_000083,comment,False
RECORD_000314,GT_SAMPLE_000314,deepseek,Deepseek_POST_000083,comment,True
RECORD_000315,GT_SAMPLE_000315,deepseek,Deepseek_POST_000084,post,True
RECORD_000316,GT_SAMPLE_000316,deepseek,Deepseek_POST_000084,comment,True
RECORD_000317,GT_SAMPLE_000317,deepseek,Deepseek_POST_000084,comment,True
RECORD_000318,GT_SAMPLE_000318,deepseek,Deepseek_POST_000084,comment,False
RECORD_000319,GT_SAMPLE_000319,deepseek,Deepseek_POST_000084,comment,True
RECORD_000320,GT_SAMPLE_000320,deepseek,Deepseek_POST_000085,post,True
RECORD_000321,GT_SAMPLE_000321,deepseek,Deepseek_POST_000085,comment,False
